Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Root","threading._RLock","threading._RLock",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._RLock","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","threading._Semaphore","threading._Semaphore",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._Semaphore","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","threading._Timer","threading._Timer",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._Timer","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","threading._Verbose","threading._Verbose",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._Verbose","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","threading._Verbose.__init__","threading._Verbose.__init__",4,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._Verbose.__init__","threading._Condition.__init__",2,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._Verbose.__init__","threading._Event.__init__",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._Verbose.__init__","threading.Thread.__init__",1,0.00,0.00,0.00,0.00,"threading.py",
"Root","threading._Verbose._note","threading._Verbose._note",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading._Verbose._note","threading._Condition.notify",1,0.00,0.00,0.00,0.00,"threading.py",
"Root","threading.Barrier","threading.Barrier",1,0.00,0.00,0.01,0.01,"threading.py",
"Caller","threading.Barrier","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","threading.BrokenBarrierError","threading.BrokenBarrierError",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading.BrokenBarrierError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","threading.Condition","threading.Condition",2,0.00,0.00,0.03,0.02,"threading.py",
"Caller","threading.Condition","threading._Event.__init__",1,0.00,0.00,0.05,0.04,"threading.py",
"Caller","threading.Condition","threading.Thread.__init__",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","threading.Condition","threading._Condition.__init__",2,0.00,0.00,0.01,0.01,"threading.py",
"Root","threading.Event","threading.Event",1,0.00,0.00,0.15,0.04,"threading.py",
"Caller","threading.Event","threading.Thread.__init__",1,0.00,0.00,0.15,0.04,"threading.py",
"Callee","threading.Event","threading._Event.__init__",1,0.00,0.00,0.10,0.05,"threading.py",
"Root","threading.Thread","threading.Thread",1,0.00,0.00,0.01,0.01,"threading.py",
"Caller","threading.Thread","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Callee","threading.Thread","property.setter",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","threading.Thread.__init__","threading.Thread.__init__",1,0.00,0.00,0.35,0.19,"threading.py",
"Caller","threading.Thread.__init__","threading._MainThread.__init__",1,0.00,0.00,0.35,0.19,"threading.py",
"Callee","threading.Thread.__init__","_thread.allocate_lock",1,0.00,0.00,0.00,0.00,"_thread",
"Callee","threading.Thread.__init__","_weakrefset.WeakSet.add",1,0.00,0.00,0.01,0.01,"_weakrefset.py",
"Callee","threading.Thread.__init__","threading._MainThread._set_daemon",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","threading.Thread.__init__","threading._Verbose.__init__",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","threading.Thread.__init__","threading.Condition",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","threading.Thread.__init__","threading.Event",1,0.00,0.00,0.15,0.04,"threading.py",
"Root","threading.Thread._set_ident","threading.Thread._set_ident",1,0.00,0.00,0.00,0.00,"threading.py",
"Caller","threading.Thread._set_ident","threading._MainThread.__init__",1,0.00,0.00,0.00,0.00,"threading.py",
"Callee","threading.Thread._set_ident","_thread.get_ident",1,0.00,0.00,0.00,0.00,"_thread",
"Root","time.time","time.time","11,538",0.01,0.01,0.00,0.00,"time",
"Caller","time.time","racing-game-fixed.AnimatedTexture.start",274,0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","time.time","racing-game-fixed.AnimatedTexture.update","3,171",0.00,0.00,0.00,0.00,"racing-game-fixed.py",
"Caller","time.time","racing-game-fixed.Game.addChallenge","8,092",0.01,0.01,0.00,0.00,"racing-game-fixed.py",
"Caller","time.time","racing-game-fixed.Game.init",1,0.00,0.00,0.01,0.01,"racing-game-fixed.py",
"Root","type.__new__","type.__new__",33,0.00,0.00,0.01,0.01,"Unidentifiable Method",
"Caller","type.__new__","_compat.with_metaclass",1,0.00,0.00,0.02,0.02,"_compat.py",
"Caller","type.__new__","<string>.__new__",6,0.00,0.00,0.00,0.00,"(string)",
"Caller","type.__new__","<string>.__new__",1,0.00,0.00,0.00,0.00,"(string)",
"Caller","type.__new__","abc.__new__",7,0.00,0.00,0.02,0.02,"abc.py",
"Caller","type.__new__","datetime.__new__",9,0.00,0.00,0.00,0.00,"datetime.py",
"Caller","type.__new__","datetime.__new__",4,0.00,0.00,0.00,0.00,"datetime.py",
"Caller","type.__new__","datetime.__new__",2,0.00,0.00,0.00,0.00,"datetime.py",
"Caller","type.__new__","datetime._create",3,0.00,0.00,0.00,0.00,"datetime.py",
"Root","type.from_bytes","type.from_bytes",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","type.from_bytes","random.Random.seed",1,0.00,0.00,0.00,0.00,"random.py",
"Root","type.fromkeys","type.fromkeys",4,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","type.fromkeys","._declare_state",4,0.00,0.00,0.00,0.00,"__init__.py",
"Root","types (module)","types (module)",1,0.00,0.00,0.15,0.07,"types.py",
"Caller","types (module)","pickle (module)",1,0.00,0.00,0.15,0.07,"pickle.py",
"Callee","types (module)","__build_class__",1,0.00,0.00,0.07,0.07,"builtins",
"Callee","types (module)","sys.exc_info",1,0.00,0.00,0.00,0.00,"sys",
"Callee","types (module)","types._g",1,0.00,0.00,0.00,0.00,"types.py",
"Root","types._C","types._C",1,0.00,0.00,0.00,0.00,"types.py",
"Caller","types._C","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","types._g","types._g",1,0.00,0.00,0.00,0.00,"types.py",
"Caller","types._g","types (module)",1,0.00,0.00,0.00,0.00,"types.py",
"Root","urllib (module)","urllib (module)",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","urllib (module)","email.utils (module)",1,0.00,0.00,0.00,0.00,"utils.py",
"Root","urllib.parse (module)","urllib.parse (module)",1,0.00,0.00,6.55,0.31,"parse.py",
"Caller","urllib.parse (module)","email.utils (module)",1,0.00,0.00,6.55,0.31,"utils.py",
"Callee","urllib.parse (module)","__build_class__",12,0.00,0.00,0.13,0.12,"builtins",
"Callee","urllib.parse (module)","collections.namedtuple",3,0.00,0.00,1.30,0.03,"collections.py",
"Callee","urllib.parse (module)","re.compile",1,0.00,0.00,0.16,0.00,"re.py",
"Callee","urllib.parse (module)","urllib.parse._fix_result_transcoding",1,0.00,0.00,0.00,0.00,"parse.py",
"Callee","urllib.parse (module)","urllib.parse.<dictcomp>",1,0.00,0.00,0.65,0.60,"parse.py",
"Root","urllib.parse._fix_result_transcoding","urllib.parse._fix_result_transcoding",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse._fix_result_transcoding","urllib.parse (module)",1,0.00,0.00,0.00,0.00,"parse.py",
"Root","urllib.parse._NetlocResultMixinBase","urllib.parse._NetlocResultMixinBase",1,0.00,0.00,0.01,0.01,"parse.py",
"Caller","urllib.parse._NetlocResultMixinBase","__build_class__",1,0.00,0.00,0.01,0.01,"builtins",
"Root","urllib.parse._NetlocResultMixinBytes","urllib.parse._NetlocResultMixinBytes",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse._NetlocResultMixinBytes","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","urllib.parse._NetlocResultMixinStr","urllib.parse._NetlocResultMixinStr",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse._NetlocResultMixinStr","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","urllib.parse._ResultMixinBytes","urllib.parse._ResultMixinBytes",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse._ResultMixinBytes","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","urllib.parse._ResultMixinStr","urllib.parse._ResultMixinStr",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse._ResultMixinStr","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","urllib.parse.<dictcomp>","urllib.parse.<dictcomp>",1,0.00,0.00,0.65,0.60,"parse.py",
"Caller","urllib.parse.<dictcomp>","urllib.parse (module)",1,0.00,0.00,0.65,0.60,"parse.py",
"Callee","urllib.parse.<dictcomp>","str.encode",484,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","urllib.parse.DefragResult","urllib.parse.DefragResult",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse.DefragResult","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","urllib.parse.DefragResultBytes","urllib.parse.DefragResultBytes",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse.DefragResultBytes","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","urllib.parse.ParseResult","urllib.parse.ParseResult",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse.ParseResult","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","urllib.parse.ParseResultBytes","urllib.parse.ParseResultBytes",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse.ParseResultBytes","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","urllib.parse.Quoter","urllib.parse.Quoter",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse.Quoter","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","urllib.parse.SplitResult","urllib.parse.SplitResult",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse.SplitResult","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","urllib.parse.SplitResultBytes","urllib.parse.SplitResultBytes",1,0.00,0.00,0.00,0.00,"parse.py",
"Caller","urllib.parse.SplitResultBytes","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","uu (module)","uu (module)",1,0.00,0.00,0.09,0.01,"uu.py",
"Caller","uu (module)","email.message (module)",1,0.00,0.00,0.09,0.01,"message.py",
"Callee","uu (module)","__build_class__",1,0.00,0.00,0.08,0.08,"builtins",
"Root","uu.Error","uu.Error",1,0.00,0.00,0.00,0.00,"uu.py",
"Caller","uu.Error","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","version (module)","version (module)",1,0.00,0.00,5.60,0.64,"version.py",
"Caller","version (module)"," (module)",1,0.00,0.00,5.60,0.64,"__init__.py",
"Callee","version (module)","__build_class__",4,0.00,0.00,0.81,0.05,"builtins",
"Callee","version (module)","_structures (module)",1,0.00,0.00,0.11,0.01,"_structures.py",
"Callee","version (module)","collections.namedtuple",1,0.00,0.00,1.24,0.04,"collections.py",
"Callee","version (module)","re.compile",2,0.00,0.00,0.18,0.00,"re.py",
"Root","version._BaseVersion","version._BaseVersion",1,0.00,0.00,0.00,0.00,"version.py",
"Caller","version._BaseVersion","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","version._cmpkey","version._cmpkey",6,0.00,0.00,0.02,0.02,"version.py",
"Caller","version._cmpkey","version.Version.__init__",6,0.00,0.00,0.02,0.02,"version.py",
"Callee","version._cmpkey","_structures.Infinity.__neg__",12,0.00,0.00,0.00,0.00,"_structures.py",
"Callee","version._cmpkey","version.<lambda>",10,0.00,0.00,0.00,0.00,"version.py",
"Root","version._parse_letter_version","version._parse_letter_version",18,0.00,0.00,0.00,0.00,"version.py",
"Caller","version._parse_letter_version","version.Version.__init__",18,0.00,0.00,0.00,0.00,"version.py",
"Callee","version._parse_letter_version","str.lower",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","version._parse_local_version","version._parse_local_version",6,0.00,0.00,0.00,0.00,"version.py",
"Caller","version._parse_local_version","version.Version.__init__",6,0.00,0.00,0.00,0.00,"version.py",
"Root","version.<genexpr>","version.<genexpr>",24,0.00,0.00,0.00,0.00,"version.py",
"Caller","version.<genexpr>","str.join",24,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","version.<genexpr>","version.<genexpr>",6,0.00,0.00,0.00,0.00,"version.py",
"Caller","version.<genexpr>","str.join",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","version.<genexpr>","version.<genexpr>",24,0.00,0.00,0.00,0.00,"version.py",
"Caller","version.<genexpr>","version.Version.__init__",24,0.00,0.00,0.00,0.00,"version.py",
"Root","version.<lambda>","version.<lambda>",10,0.00,0.00,0.00,0.00,"version.py",
"Caller","version.<lambda>","version._cmpkey",10,0.00,0.00,0.00,0.00,"version.py",
"Root","version.InvalidVersion","version.InvalidVersion",1,0.00,0.00,0.00,0.00,"version.py",
"Caller","version.InvalidVersion","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","version.LegacyVersion","version.LegacyVersion",1,0.00,0.00,0.00,0.00,"version.py",
"Caller","version.LegacyVersion","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","version.Version","version.Version",1,0.00,0.00,3.04,0.01,"version.py",
"Caller","version.Version","__build_class__",1,0.00,0.00,3.04,0.01,"builtins",
"Callee","version.Version","re.compile",1,0.00,0.00,3.04,0.00,"re.py",
"Root","version.Version.__init__","version.Version.__init__",6,0.00,0.00,0.13,0.10,"version.py",
"Caller","version.Version.__init__",".safe_version",6,0.00,0.00,0.13,0.10,"__init__.py",
"Callee","version.Version.__init__","_sre.SRE_Match.group",60,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","version.Version.__init__","_sre.SRE_Pattern.search",6,0.00,0.00,0.01,0.01,"Unidentifiable Method",
"Callee","version.Version.__init__","<string>.__new__",6,0.00,0.00,0.00,0.00,"(string)",
"Callee","version.Version.__init__","str.split",6,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","version.Version.__init__","version._cmpkey",6,0.00,0.00,0.02,0.02,"version.py",
"Callee","version.Version.__init__","version._parse_letter_version",18,0.00,0.00,0.00,0.00,"version.py",
"Callee","version.Version.__init__","version._parse_local_version",6,0.00,0.00,0.00,0.00,"version.py",
"Callee","version.Version.__init__","version.<genexpr>",24,0.00,0.00,0.00,0.00,"version.py",
"Root","version.Version.__str__","version.Version.__str__",6,0.00,0.00,0.02,0.00,"version.py",
"Caller","version.Version.__str__",".safe_version",6,0.00,0.00,0.02,0.00,"__init__.py",
"Callee","version.Version.__str__","list.append",8,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","version.Version.__str__","str.join",14,0.00,0.00,0.01,0.00,"Unidentifiable Method",
"Root","warnings (module)","warnings (module)",1,0.00,0.00,0.33,0.08,"warnings.py",
"Caller","warnings (module)","pygame.surfarray (module)",1,0.00,0.00,0.33,0.08,"surfarray.py",
"Callee","warnings (module)","__build_class__",3,0.00,0.00,0.08,0.08,"builtins",
"Callee","warnings (module)","warnings._processoptions",1,0.00,0.00,0.00,0.00,"warnings.py",
"Root","warnings._OptionError","warnings._OptionError",1,0.00,0.00,0.00,0.00,"warnings.py",
"Caller","warnings._OptionError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","warnings._processoptions","warnings._processoptions",1,0.00,0.00,0.00,0.00,"warnings.py",
"Caller","warnings._processoptions","warnings (module)",1,0.00,0.00,0.00,0.00,"warnings.py",
"Root","warnings.catch_warnings","warnings.catch_warnings",1,0.00,0.00,0.00,0.00,"warnings.py",
"Caller","warnings.catch_warnings","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","warnings.filterwarnings","warnings.filterwarnings",1,0.00,0.00,0.06,0.01,"warnings.py",
"Caller","warnings.filterwarnings"," (module)",1,0.00,0.00,0.06,0.01,"__init__.py",
"Callee","warnings.filterwarnings","isinstance",4,0.00,0.00,0.00,0.00,"builtins",
"Callee","warnings.filterwarnings","issubclass",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","warnings.filterwarnings","list.append",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","warnings.filterwarnings","re.compile",2,0.00,0.00,0.02,0.00,"re.py",
"Root","warnings.WarningMessage","warnings.WarningMessage",1,0.00,0.00,0.00,0.00,"warnings.py",
"Caller","warnings.WarningMessage","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","weakref.__init__","weakref.__init__",1,0.00,0.00,0.05,0.05,"weakref.py",
"Caller","weakref.__init__","multiprocessing.util (module)",1,0.00,0.00,0.05,0.05,"util.py",
"Callee","weakref.__init__","weakref.update",1,0.00,0.00,0.00,0.00,"weakref.py",
"Root","weakref.update","weakref.update",1,0.00,0.00,0.00,0.00,"weakref.py",
"Caller","weakref.update","weakref.__init__",1,0.00,0.00,0.00,0.00,"weakref.py",
"Callee","weakref.update","len",1,0.00,0.00,0.00,0.00,"builtins",
"Root","WorkingSet.__init__","WorkingSet.__init__",1,0.01,0.00,7.80,0.03,"__init__.py",
"Caller","WorkingSet.__init__","._build_master",1,0.01,0.00,7.80,0.03,"__init__.py",
"Callee","WorkingSet.__init__","WorkingSet.add_entry",7,0.01,0.00,1.11,0.02,"__init__.py",
"Root","WorkingSet.__iter__","WorkingSet.__iter__",5,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","WorkingSet.__iter__","WorkingSet.subscribe",5,0.00,0.00,0.00,0.00,"__init__.py",
"Root","WorkingSet._added_new","WorkingSet._added_new",4,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","WorkingSet._added_new","WorkingSet.add",4,0.00,0.00,0.00,0.00,"__init__.py",
"Root","WorkingSet.add","WorkingSet.add",8,0.00,0.00,0.02,0.01,"__init__.py",
"Caller","WorkingSet.add","WorkingSet.add_entry",8,0.00,0.00,0.02,0.01,"__init__.py",
"Callee","WorkingSet.add",".key",28,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","WorkingSet.add","dict.setdefault",16,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","WorkingSet.add","list.append",8,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","WorkingSet.add","WorkingSet._added_new",4,0.00,0.00,0.00,0.00,"__init__.py",
"Root","WorkingSet.add_entry","WorkingSet.add_entry",14,0.01,0.00,0.73,0.01,"__init__.py",
"Caller","WorkingSet.add_entry","._initialize_master_working_set",7,0.00,0.00,0.35,0.00,"__init__.py",
"Caller","WorkingSet.add_entry","WorkingSet.__init__",7,0.01,0.00,1.11,0.02,"__init__.py",
"Callee","WorkingSet.add_entry",".find_distributions",14,0.00,0.00,0.02,0.01,"__init__.py",
"Callee","WorkingSet.add_entry",".find_eggs_in_zip",4,0.00,0.00,1.25,0.03,"__init__.py",
"Callee","WorkingSet.add_entry",".find_on_path",16,0.00,0.00,0.30,0.02,"__init__.py",
"Callee","WorkingSet.add_entry","dict.setdefault",14,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","WorkingSet.add_entry","list.append",14,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","WorkingSet.add_entry","WorkingSet.add",8,0.00,0.00,0.02,0.01,"__init__.py",
"Root","WorkingSet.subscribe","WorkingSet.subscribe",1,0.00,0.00,0.95,0.04,"__init__.py",
"Caller","WorkingSet.subscribe","._initialize_master_working_set",1,0.00,0.00,0.95,0.04,"__init__.py",
"Callee","WorkingSet.subscribe",".<lambda>",4,0.00,0.00,0.22,0.01,"__init__.py",
"Callee","WorkingSet.subscribe","list.append",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","WorkingSet.subscribe","WorkingSet.__iter__",5,0.00,0.00,0.00,0.00,"__init__.py",
"Root","zipfile (module)","zipfile (module)",1,0.03,0.00,43.52,4.13,"zipfile.py",
"Caller","zipfile (module)"," (module)",1,0.03,0.00,43.52,4.13,"__init__.py",
"Callee","zipfile (module)","__build_class__",7,0.00,0.00,0.24,0.08,"builtins",
"Callee","zipfile (module)","_struct.calcsize",5,0.00,0.00,0.00,0.00,"_struct",
"Callee","zipfile (module)","shutil (module)",1,0.03,0.01,37.71,19.04,"shutil.py",
"Root","zipfile._EndRecData","zipfile._EndRecData",1,0.00,0.00,0.13,0.06,"zipfile.py",
"Caller","zipfile._EndRecData","zipfile.ZipFile._RealGetContents",1,0.00,0.00,0.13,0.06,"zipfile.py",
"Callee","zipfile._EndRecData","_io.BufferedReader.read",1,0.00,0.00,0.03,0.03,"Unidentifiable Method",
"Callee","zipfile._EndRecData","_io.BufferedReader.seek",2,0.00,0.00,0.01,0.01,"Unidentifiable Method",
"Callee","zipfile._EndRecData","_io.BufferedReader.tell",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
